Rank,Release Group,Worldwide,Domestic,%,Foreign,%
86,The Second Best Exotic Marigold Hotel,"$85,978,266","$33,078,266",38.50%,"$52,900,000",61.50%
87,Paper Towns,"$85,512,300","$32,000,304",37.40%,"$53,511,996",62.60%
88,Sicario,"$84,872,444","$46,889,293",55.20%,"$37,983,151",44.80%
89,Our Times,"$83,867,493",-,-,"$83,867,493",100%
90,Suck Me Shakespeer 2,"$83,027,924",-,-,"$83,027,924",100%
91,Hitman: Agent 47,"$82,347,656","$22,467,450",27.30%,"$59,880,206",72.70%
92,Wolf Warrior,"$81,411,331",-,-,"$81,411,331",100%
93,Go Away Mr. Tumor,"$80,606,893","$286,639",0.40%,"$80,320,254",99.60%
94,The Wedding Ringer,"$79,799,880","$64,460,211",80.80%,"$15,339,669",19.20%
95,Paranormal Activity: The Ghost Dimension,"$78,903,124","$18,300,124",23.20%,"$60,603,000",76.80%
96,The Left Ear,"$78,015,473",-,-,"$78,015,473",100%
97,Tiny Times 4.0,"$77,750,000",-,-,"$77,750,000",100%
98,Bajrangi Bhaijaan,"$75,547,184","$8,178,001",10.80%,"$67,369,183",89.20%
99,War Room,"$73,267,874","$67,790,117",92.50%,"$5,477,757",7.50%
100,The Transporter Refueled,"$72,629,670","$16,029,670",22.10%,"$56,600,000",77.90%
101,Run All Night,"$71,561,644","$26,461,644",37%,"$45,100,000",63%
102,13 Hours,"$69,411,370","$52,853,219",76.10%,"$16,558,151",23.90%
103,Running Man,"$68,782,475","$310,978",0.50%,"$68,471,497",99.50%
104,A Violent Prosecutor,"$66,736,633",-,-,"$66,736,633",100%
105,The Age of Adaline,"$65,663,276","$42,629,776",64.90%,"$23,033,500",35.10%
106,Monk Comes Down the Mountain,"$64,455,686",-,-,"$64,455,686",100%
107,Zhongkui: Snow Girl and the Dark Crystal,"$64,325,947","$165,428",0.30%,"$64,160,519",99.70%
108,The Danish Girl,"$64,191,523","$11,114,018",17.30%,"$53,077,505",82.70%
109,The Boy,"$64,188,367","$35,819,556",55.80%,"$28,368,811",44.20%
110,The Hundred Regiments Offensive,"$63,230,000",-,-,"$63,230,000",100%
111,The Longest Ride,"$62,944,815","$37,446,117",59.50%,"$25,498,698",40.50%
112,Unfriended,"$62,882,090","$32,482,090",51.70%,"$30,400,000",48.30%
113,Brooklyn,"$62,076,141","$38,322,743",61.70%,"$23,753,398",38.30%
114,"Dragon Ball Z: Resurrection ""F""","$61,768,190","$8,008,363",13%,"$53,759,827",87%
115,Woman in Gold,"$61,619,773","$33,307,793",54.10%,"$28,311,980",45.90%
116,Krampus,"$61,548,707","$42,725,475",69.40%,"$18,823,232",30.60%
117,The Perfect Guy,"$60,273,173","$57,027,435",94.60%,"$3,245,738",5.40%
118,Forever Young,"$59,981,902","$149,761",0.20%,"$59,832,141",99.80%
119,Miss Granny,"$59,396,311","$234,573",0.40%,"$59,161,738",99.60%
120,The Gift,"$58,978,653","$43,787,265",74.20%,"$15,191,388",25.80%
121,You Are My Sunshine,"$56,640,000",-,-,"$56,640,000",100%
122,No Escape,"$54,418,872","$27,288,872",50.10%,"$27,130,000",49.90%
123,Sinister 2,"$53,329,150","$27,740,955",52%,"$25,588,195",48%
124,Detective Conan: Sunflowers of Inferno,"$52,920,296",-,-,"$52,920,296",100%
125,Prem Ratan Dhan Payo,"$52,715,771","$4,364,639",8.30%,"$48,351,132",91.70%
126,The Boy Next Door,"$52,425,855","$35,423,380",67.60%,"$17,002,475",32.40%
127,The Night Before,"$52,395,996","$43,047,372",82.20%,"$9,348,624",17.80%
128,Hollywood Adventures,"$52,265,070",-,-,"$52,265,070",100%
129,"Yo-kai Watch Movie: It's the Secret of Birth, Meow!","$51,838,845","$257,343",0.50%,"$51,581,502",99.50%
130,Hot Pursuit,"$51,380,201","$34,580,201",67.30%,"$16,800,000",32.70%
131,The Himalayas,"$50,544,493","$696,717",1.40%,"$49,847,776",98.60%
132,The Boy and the Beast,"$49,714,378","$490,643",1%,"$49,223,735",99%
133,Surprise,"$49,567,466",-,-,"$49,567,466",100%
134,Entourage,"$49,263,404","$32,363,404",65.70%,"$16,900,000",34.30%
135,The Woman in Black 2: Angel of Death,"$48,854,305","$26,501,323",54.20%,"$22,352,982",45.80%
136,Concussion,"$48,623,572","$34,542,474",71%,"$14,081,098",29%
137,Inside Men,"$47,616,503",-,-,"$47,616,503",100%
138,The Dead End,"$47,600,000",-,-,"$47,600,000",100%
139,Boonie Bears: A Mystical Winter,"$47,581,416",-,-,"$47,581,416",100%
140,Mortdecai,"$47,275,695","$7,696,134",16.30%,"$39,579,561",83.70%
141,Let's Get Married,"$45,972,724","$462,918",1%,"$45,509,806",99%
142,Somewhere Only We Know,"$45,737,711","$482,341",1.10%,"$45,255,370",98.90%
143,"McFarland, USA","$45,710,059","$44,482,410",97.30%,"$1,227,649",2.70%
144,Hero,"$45,565,534","$88,675",0.20%,"$45,476,859",99.80%
145,Still Alice,"$44,779,195","$18,754,371",41.90%,"$26,024,824",58.10%
146,Max,"$43,967,255","$42,656,255",97%,"$1,311,000",3%
147,The DUFF,"$43,709,744","$34,030,343",77.90%,"$9,679,401",22.10%
148,Legend,"$42,972,994","$1,872,994",4.40%,"$41,100,000",95.60%
149,The Gallows,"$42,964,410","$22,764,410",53%,"$20,200,000",47%
150,Love the Coopers,"$42,426,912","$26,302,731",62%,"$16,124,181",38%
151,The Throne,"$42,165,755",-,-,"$42,165,755",100%
152,The Lady in the Van,"$41,387,687","$10,021,175",24.20%,"$31,366,512",75.80%
153,Ricki and the Flash,"$41,325,328","$26,822,144",64.90%,"$14,503,184",35.10%
154,Spanish Affair 2,"$40,591,862",-,-,"$40,591,862",100%
155,Carol,"$40,272,135","$12,711,491",31.60%,"$27,560,644",68.40%
156,Northern Limit Line,"$40,034,677","$337,907",0.80%,"$39,696,770",99.20%
157,Ex-Files 2: The Backup Strikes Back,"$39,108,291",-,-,"$39,108,291",100%
158,Criminal,"$38,803,993","$14,708,696",37.90%,"$24,095,297",62.10%
159,Boruto: Naruto The Movie,"$38,362,448","$919,651",2.40%,"$37,442,797",97.60%
160,The Lazarus Effect,"$38,356,892","$25,801,570",67.30%,"$12,555,322",32.70%
161,Helios,"$37,938,005",-,-,"$37,938,005",100%
162,A Walk in the Woods,"$37,461,274","$29,504,281",78.80%,"$7,956,993",21.20%
163,Ex Machina,"$36,869,414","$25,442,958",69%,"$11,426,456",31%
164,Burnt,"$36,606,743","$13,651,946",37.30%,"$22,954,797",62.70%
165,The Priests,"$36,577,134","$185,093",0.50%,"$36,392,041",99.50%
166,The New Adventures of Aladdin,"$35,771,820",-,-,"$35,771,820",100%
167,Heidi,"$35,755,670",-,-,"$35,755,670",100%
168,Room,"$35,401,758","$14,677,654",41.50%,"$20,724,104",58.50%
169,Lost and Love,"$34,930,177","$188,817",0.50%,"$34,741,360",99.50%
170,Secret in Their Eyes,"$34,854,990","$20,180,155",57.90%,"$14,674,835",42.10%
171,"Dad, Where Are We Going 2","$34,840,000",-,-,"$34,840,000",100%
172,Doraemon: Nobita no uchuu eiyuuki,"$34,811,747",-,-,"$34,811,747",100%
173,Steve Jobs,"$34,441,873","$17,766,658",51.60%,"$16,675,215",48.40%
174,Victor Frankenstein,"$34,227,298","$5,775,076",16.90%,"$28,452,222",83.10%
175,The Witness,"$33,963,557","$418,063",1.20%,"$33,545,494",98.80%
176,Project Almanac,"$33,213,241","$22,348,241",67.30%,"$10,865,000",32.70%
177,Dilwale,"$31,994,323","$4,871,263",15.20%,"$27,123,060",84.80%
178,Suffragette,"$31,972,096","$4,702,420",14.70%,"$27,269,676",85.30%
179,Self/less,"$31,807,156","$12,279,691",38.60%,"$19,527,465",61.40%
180,Saving Mr. Wu,"$31,222,161","$92,696",0.30%,"$31,129,465",99.70%
181,Attack on Titan Part 1,"$30,810,658","$449,523",1.50%,"$30,361,135",98.50%
182,A Man Called Ove,"$30,692,889","$3,479,315",11.30%,"$27,213,574",88.70%
183,Far from the Madding Crowd,"$30,229,977","$12,236,500",40.50%,"$17,993,477",59.50%
184,Mr. Holmes,"$29,355,203","$17,737,646",60.40%,"$11,617,557",39.60%
185,Love & Mercy,"$28,641,776","$12,551,031",43.80%,"$16,090,745",56.20%
186,Flying Colors,"$28,525,563",-,-,"$28,525,563",100%
187,Triumph in the Skies,"$28,085,162",-,-,"$28,085,162",100%
188,The 33,"$27,972,023","$12,227,722",43.70%,"$15,744,301",56.30%
189,Bride Wars,"$27,670,000",-,-,"$27,670,000",100%
190,Irrational Man,"$27,391,084","$4,030,360",14.70%,"$23,360,724",85.30%
191,Detective K: Secret of the Lost Island,"$27,387,870","$185,367",0.70%,"$27,202,503",99.30%
192,To the Fore,"$27,267,799",-,-,"$27,267,799",100%
193,American Ultra,"$27,262,374","$14,440,985",53%,"$12,821,389",47%
194,Orange,"$26,261,536",-,-,"$26,261,536",100%
195,Aloha,"$26,250,020","$21,067,116",80.30%,"$5,182,904",19.70%
196,Huevos: Little Rooster's Egg-cellent Adventure,"$25,892,561","$9,080,818",35.10%,"$16,811,743",64.90%
197,Dügün Dernek 2: Sünnet,"$25,836,668",-,-,"$25,836,668",100%
198,Look Who's Back,"$25,513,752",-,-,"$25,513,752",100%
199,Serial Teachers 2,"$25,364,150",-,-,"$25,364,150",100%
200,Wild City,"$24,817,852","$34,866",0.10%,"$24,782,986",99.90%
