Rank,Release Group,Worldwide,Domestic,%,Foreign,%
49,Storks,"$183,388,953","$72,679,278",39.60%,"$110,709,675",60.40%
50,From Vegas to Macau III,"$181,732,879",-,-,"$181,732,879",100%
51,Hacksaw Ridge,"$180,563,636","$67,209,615",37.20%,"$113,354,021",62.80%
52,Allegiant,"$179,246,868","$66,184,051",36.90%,"$113,062,817",63.10%
53,Operation Mekong,"$173,839,072","$800,012",0.50%,"$173,039,060",99.50%
54,The Girl on the Train,"$173,185,859","$75,395,035",43.50%,"$97,790,824",56.50%
55,The Huntsman: Winter's War,"$164,989,338","$48,390,190",29.30%,"$116,599,148",70.70%
56,The Magnificent Seven,"$162,360,636","$93,432,655",57.50%,"$68,927,981",42.50%
57,Jack Reacher: Never Go Back,"$162,146,076","$58,697,076",36.20%,"$103,449,000",63.80%
58,Don't Breathe,"$157,761,002","$89,217,875",56.60%,"$68,543,127",43.40%
59,The Accountant,"$155,160,045","$86,260,045",55.60%,"$68,900,000",44.40%
60,Lights Out,"$148,868,835","$67,268,835",45.20%,"$81,600,000",54.80%
61,Time Raiders,"$145,819,137",-,-,"$145,819,137",100%
62,Pete's Dragon,"$143,695,338","$76,233,151",53.10%,"$67,462,187",46.90%
63,Sausage Party,"$140,705,322","$97,685,686",69.40%,"$43,019,636",30.60%
64,Lion,"$140,312,928","$51,738,905",36.90%,"$88,574,023",63.10%
65,Skiptrace,"$136,579,287",-,-,"$136,579,287",100%
66,Mechanic: Resurrection,"$125,729,635","$21,218,403",16.90%,"$104,511,232",83.10%
67,Deepwater Horizon,"$121,790,373","$61,433,527",50.40%,"$60,356,846",49.60%
68,Allied,"$119,520,023","$40,098,064",33.50%,"$79,421,959",66.50%
69,I Belonged to You,"$119,107,580","$744,541",0.60%,"$118,363,039",99.40%
70,The Shallows,"$119,100,758","$55,124,043",46.30%,"$63,976,715",53.70%
71,The Purge: Election Year,"$118,587,880","$79,213,375",66.80%,"$39,374,505",33.20%
72,Why Him?,"$118,102,725","$60,323,786",51.10%,"$57,778,939",48.90%
73,Book of Love,"$114,679,097",-,-,"$114,679,097",100%
74,Office Christmas Party,"$114,501,299","$54,767,494",47.80%,"$59,733,805",52.20%
75,How to Be Single,"$112,343,513","$46,843,513",41.70%,"$65,500,000",58.30%
76,10 Cloverfield Lane,"$110,216,998","$72,082,998",65.40%,"$38,134,000",34.60%
77,Neighbors 2: Sorority Rising,"$108,007,109","$55,455,765",51.30%,"$52,551,344",48.70%
78,Cold War 2,"$103,197,501","$560,824",0.50%,"$102,636,677",99.50%
79,Railroad Tigers,"$102,205,175","$218,044",0.20%,"$101,987,131",99.80%
80,Some Like It Hot,"$95,721,752","$100,026",0.10%,"$95,621,726",99.90%
81,Dirty Grandpa,"$94,073,028","$35,593,113",37.80%,"$58,479,915",62.20%
82,Ben-Hur,"$94,061,311","$26,410,477",28.10%,"$67,650,834",71.90%
83,Money Monster,"$93,282,604","$41,012,075",44%,"$52,270,529",56%
84,Train to Busan,"$92,742,323","$2,129,768",2.30%,"$90,612,555",97.70%
85,My Big Fat Greek Wedding 2,"$90,632,641","$59,689,605",65.90%,"$30,943,036",34.10%
86,Collateral Beauty,"$88,528,280","$31,016,021",35%,"$57,512,259",65%
87,Line Walker,"$88,228,755",-,-,"$88,228,755",100%
88,Sultan,"$87,280,000","$6,200,000",7.10%,"$81,080,000",92.90%
89,War Dogs,"$86,234,523","$43,034,523",49.90%,"$43,200,000",50.10%
90,Big Fish & Begonia,"$85,409,373",-,-,"$85,409,373",100%
91,Nerve,"$85,251,425","$38,583,626",45.30%,"$46,667,799",54.70%
92,Leap!,"$84,197,417","$2,844,490",3.40%,"$81,352,927",96.60%
93,Ouija: Origin of Evil,"$81,705,746","$35,144,505",43%,"$46,561,241",57%
94,Underworld: Blood Wars,"$81,093,313","$30,353,973",37.40%,"$50,739,340",62.60%
95,Manchester by the Sea,"$78,988,148","$47,695,371",60.40%,"$31,292,777",39.60%
96,The Boss,"$78,844,582","$63,285,885",80.30%,"$15,558,697",19.70%
97,Shin Godzilla,"$77,947,607","$1,918,403",2.50%,"$76,029,204",97.50%
98,Mike and Dave Need Wedding Dates,"$77,068,246","$46,009,673",59.70%,"$31,058,573",40.30%
99,Kubo and the Two Strings,"$76,249,438","$48,023,088",63%,"$28,226,350",37%
100,Quo vado?,"$75,878,701",-,-,"$75,878,701",100%
101,Boo! A Madea Halloween,"$74,827,344","$73,206,343",97.80%,"$1,621,001",2.20%
102,Miracles from Heaven,"$73,983,003","$61,705,123",83.40%,"$12,277,880",16.60%
103,I Am Not Madame Bovary,"$70,826,207","$436,798",0.60%,"$70,389,409",99.40%
104,See You Tomorrow,"$70,065,569",-,-,"$70,065,569",100%
105,One Piece Film: Gold,"$66,207,073","$423,593",0.60%,"$65,783,480",99.40%
106,Moonlight,"$65,172,611","$27,854,932",42.70%,"$37,317,679",57.30%
107,Monster Trucks,"$64,493,915","$33,370,166",51.70%,"$31,123,749",48.30%
108,Fences,"$64,414,761","$57,682,904",89.50%,"$6,731,857",10.50%
109,"Hail, Caesar!","$63,647,656","$30,498,085",47.90%,"$33,149,571",52.10%
110,The Nice Guys,"$62,788,218","$36,261,763",57.80%,"$26,526,455",42.20%
111,Huo guo ying xiong,"$58,106,427","$779,818",1.30%,"$57,326,609",98.70%
112,L.O.R.D: Legend of Ravaging Dynasties,"$58,089,494","$350,456",0.60%,"$57,739,038",99.40%
113,Nine Lives,"$57,814,445","$19,700,032",34.10%,"$38,114,413",65.90%
114,Zoolander 2,"$56,722,693","$28,848,693",50.90%,"$27,874,000",49.10%
115,Barbershop: The Next Cut,"$55,030,051","$54,030,051",98.20%,"$1,000,000",1.80%
116,The Age of Shadows,"$54,491,162","$541,719",1%,"$53,949,443",99%
117,A Chinese Odyssey: Part Three,"$53,306,108",-,-,"$53,306,108",100%
118,Tunnel,"$52,444,295","$568,876",1.10%,"$51,875,419",98.90%
119,Patriots Day,"$52,185,751","$31,886,361",61.10%,"$20,299,390",38.90%
120,My Beloved Bodyguard,"$52,165,873",-,-,"$52,165,873",100%
121,The Finest Hours,"$52,099,090","$27,569,558",52.90%,"$24,529,532",47.10%
122,Master,"$51,636,415","$597,251",1.20%,"$51,039,164",98.80%
123,Doraemon the Movie: Nobita and the Birth of Japan,"$50,939,840",-,-,"$50,939,840",100%
124,The Wailing,"$49,851,770","$786,633",1.60%,"$49,065,137",98.40%
125,Two Is a Family,"$49,619,118",-,-,"$49,619,118",100%
126,Never Gone,"$48,980,792","$96,421",0.20%,"$48,884,371",99.80%
127,Luck-Key,"$48,913,975","$466,505",1%,"$48,447,470",99%
128,Florence Foster Jenkins,"$48,902,953","$27,383,770",56%,"$21,519,183",44%
129,Mother's Day,"$48,782,670","$32,492,859",66.60%,"$16,289,811",33.40%
130,"Yo-kai Watch Movie: It's the Secret of Birth, Meow! 2016 Re-release","$47,642,462",-,-,"$47,642,462",100%
131,A Monster Calls,"$47,309,313","$3,740,823",7.90%,"$43,568,490",92.10%
132,Risen,"$46,432,579","$36,880,033",79.40%,"$9,552,546",20.60%
133,Eddie the Eagle,"$46,152,800","$15,789,389",34.20%,"$30,363,411",65.80%
134,Blair Witch,"$45,173,154","$20,777,061",46%,"$24,396,093",54%
135,Boonie Bears: The Big Top Secret,"$45,150,390",-,-,"$45,150,390",100%
136,Café Society,"$43,763,247","$11,103,205",25.40%,"$32,660,042",74.60%
137,League of Gods,"$43,498,766","$181,633",0.40%,"$43,317,133",99.60%
138,Almost Christmas,"$42,580,920","$42,158,780",99%,"$422,140",1%
139,The Witch,"$40,423,945","$25,138,705",62.20%,"$15,285,240",37.80%
140,The Wild Life,"$40,075,446","$8,005,586",20%,"$32,069,860",80%
141,Love O2O,"$39,969,537",-,-,"$39,969,537",100%
142,The Forest,"$39,712,000","$26,594,261",67%,"$13,117,739",33%
143,Absolutely Fabulous: The Movie,"$39,219,109","$4,772,155",12.20%,"$34,446,954",87.80%
144,My Mom Is a Character 2,"$39,195,565",-,-,"$39,195,565",100%
145,Masterpiece Mystery: Sherlock: The Abominable Bride,"$39,139,204",-,-,"$39,139,204",100%
146,"Crouching Tiger, Hidden Dragon: Sword of Destiny","$38,659,039",-,-,"$38,659,039",100%
147,Hell or High Water,"$37,879,877","$27,007,844",71.30%,"$10,872,033",28.70%
148,Mission Milano,"$37,749,848",-,-,"$37,749,848",100%
149,The Handmaiden,"$37,692,886","$2,006,788",5.30%,"$35,686,098",94.70%
150,Snowden,"$37,357,216","$21,587,519",57.80%,"$15,769,697",42.20%
151,Nobunaga Concerto: The Movie,"$36,187,594",-,-,"$36,187,594",100%
152,Eye in the Sky,"$35,259,653","$18,704,595",53%,"$16,555,058",47%
153,Les Tuche 2: The American Dream,"$35,210,425",-,-,"$35,210,425",100%
154,Os Dez Mandamentos - O Filme,"$31,998,251",-,-,"$31,998,251",100%
155,Bounty Hunters,"$31,918,573",-,-,"$31,918,573",100%
156,Ae Dil Hai Mushkil,"$31,668,920","$4,264,983",13.50%,"$27,403,937",86.50%
157,Assassination Classroom: The Graduation,"$31,352,921",-,-,"$31,352,921",100%
158,Perfect Strangers,"$31,254,929",-,-,"$31,254,929",100%
159,Billy Lynn's Long Halftime Walk,"$30,930,984","$1,738,477",5.60%,"$29,192,507",94.40%
160,Pandora,"$30,896,701",-,-,"$30,896,701",100%
161,Norm of the North,"$30,734,502","$17,062,499",55.50%,"$13,672,003",44.50%
162,When the Bough Breaks,"$30,658,387","$29,747,603",97%,"$910,784",3%
163,S Storm,"$30,381,402",-,-,"$30,381,402",100%
164,Nocturnal Animals,"$30,311,857","$10,663,357",35.20%,"$19,648,500",64.80%
165,A Silent Voice: The Movie,"$30,284,700","$310,407",1%,"$29,974,293",99%
166,Keeping Up with the Joneses,"$29,918,745","$14,904,426",49.80%,"$15,014,319",50.20%
167,Jackie,"$29,777,777","$13,960,394",46.90%,"$15,817,383",53.10%
168,Masterminds,"$29,674,699","$17,368,022",58.50%,"$12,306,677",41.50%
169,Flight Crew,"$29,171,110",-,-,"$29,171,110",100%
170,Viking,"$29,161,298",-,-,"$29,161,298",100%
171,M.S. Dhoni: The Untold Story,"$28,903,047","$1,801,550",6.20%,"$27,101,497",93.80%
172,Fan,"$28,240,000","$2,300,000",8.10%,"$25,940,000",91.90%
173,"Yôkai Watch: the Movie: The Flying Whale and the Grand Adventure of the Double Worlds, Meow!","$28,110,245",-,-,"$28,110,245",100%
174,Welcome to Germany,"$28,036,021",-,-,"$28,036,021",100%
175,The Brothers Grimsby,"$27,979,040","$6,874,837",24.60%,"$21,104,203",75.40%
176,When Larry Meets Mary,"$27,863,090",-,-,"$27,863,090",100%
177,Yesterday Once More,"$27,413,790",-,-,"$27,413,790",100%
178,The Light Between Oceans,"$25,975,621","$12,545,979",48.30%,"$13,429,642",51.70%
179,A Beautiful Planet,"$25,730,120","$15,650,615",60.80%,"$10,079,505",39.20%
180,Mr. Donkey,"$25,537,759","$356,255",1.40%,"$25,181,504",98.60%
181,Born in China,"$25,081,168","$13,873,211",55.30%,"$11,207,957",44.70%
182,Race,"$25,070,261","$19,206,207",76.60%,"$5,864,054",23.40%
183,Call of Heroes,"$25,040,561",-,-,"$25,040,561",100%
184,Free State of Jones,"$25,035,950","$20,810,036",83.10%,"$4,225,914",16.90%
185,Whiskey Tango Foxtrot,"$24,972,139","$23,083,334",92.40%,"$1,888,805",7.60%
186,Soulmate,"$24,684,439",-,-,"$24,684,439",100%
187,The Snow Queen 3: Fire and Ice,"$24,644,317",-,-,"$24,644,317",100%
188,God's Not Dead 2,"$24,487,848","$20,774,575",84.80%,"$3,713,273",15.20%
189,Camping 3,"$24,224,579",-,-,"$24,224,579",100%
190,The Founder,"$24,121,245","$12,786,053",53%,"$11,335,192",47%
191,Bad Santa 2,"$24,079,268","$17,782,178",73.80%,"$6,297,090",26.20%
192,Spirits' Homecoming,"$23,857,217","$125,616",0.50%,"$23,731,601",99.50%
193,Silence,"$23,834,809","$7,100,177",29.80%,"$16,734,632",70.20%
194,Kevin Hart: What Now?,"$23,591,043","$23,591,043",100%,-,-
195,No manches Frida,"$23,540,937","$11,528,613",49%,"$12,012,324",51%
196,Middle School: The Worst Years of My Life,"$23,316,139","$20,007,149",85.80%,"$3,308,990",14.20%
197,Triple 9,"$23,177,948","$12,639,297",54.50%,"$10,538,651",45.50%
198,Rock Dog,"$23,139,802","$9,420,546",40.70%,"$13,719,256",59.30%
199,The Choice,"$23,064,015","$18,730,891",81.20%,"$4,333,124",18.80%
200,Penny Pincher!,"$22,955,486",-,-,"$22,955,486",100%
