Rank,Release Group,Worldwide,Domestic,%,Foreign,%
84,Agent Cody Banks,"$58,795,814","$47,938,330",81.50%,"$10,857,484",18.50%
85,Monster,"$58,469,210","$34,469,210",59%,"$24,000,000",41%
86,Cradle 2 the Grave,"$56,489,558","$34,712,347",61.40%,"$21,777,211",38.60%
87,The Lizzie McGuire Movie,"$55,534,455","$42,734,455",77%,"$12,800,000",23%
88,Out of Time,"$55,495,563","$41,088,845",74%,"$14,406,718",26%
89,Rugrats Go Wild,"$55,250,496","$39,402,572",71.30%,"$15,847,924",28.70%
90,Radio,"$53,293,628","$52,333,738",98.20%,"$959,890",1.80%
91,Hollywood Homicide,"$51,142,659","$30,940,691",60.50%,"$20,201,968",39.50%
92,What a Girl Wants,"$50,732,139","$36,105,433",71.20%,"$14,626,706",28.80%
93,The Jungle Book 2 2003 Re-release,"$50,600,160",-,-,"$50,600,160",100%
94,National Security,"$50,097,949","$36,381,186",72.60%,"$13,716,763",27.40%
95,Secondhand Lions,"$48,249,017","$42,070,939",87.20%,"$6,178,078",12.80%
96,Darkness Falls,"$47,488,536","$32,551,396",68.50%,"$14,937,140",31.50%
97,Torque,"$46,546,197","$21,215,059",45.60%,"$25,331,138",54.40%
98,The Hunted,"$46,061,847","$34,244,097",74.30%,"$11,817,750",25.70%
99,Good Boy,"$45,312,217","$37,667,746",83.10%,"$7,644,471",16.90%
100,Uptown Girls,"$44,617,342","$37,182,494",83.30%,"$7,434,848",16.70%
101,A Man Apart,"$44,350,926","$26,736,098",60.30%,"$17,614,828",39.70%
102,Timeline,"$43,935,763","$19,481,943",44.30%,"$24,453,820",55.70%
103,Basic,"$42,792,561","$26,793,311",62.60%,"$15,999,250",37.40%
104,Whale Rider,"$41,062,976","$20,779,666",50.60%,"$20,283,310",49.40%
105,Down with Love,"$39,468,111","$20,305,251",51.40%,"$19,162,860",48.60%
106,Dumb and Dumberer: When Harry Met Lloyd,"$39,267,515","$26,276,465",66.90%,"$12,991,050",33.10%
107,The Life of David Gale,"$38,955,598","$19,955,598",51.20%,"$19,000,000",48.80%
108,Head of State,"$38,620,484","$38,125,247",98.70%,"$495,237",1.30%
109,The Missing,"$38,364,277","$27,011,180",70.40%,"$11,353,097",29.60%
110,Bulletproof Monk,"$37,713,879","$23,358,708",61.90%,"$14,355,171",38.10%
111,Malibu's Most Wanted,"$34,622,504","$34,432,201",99.50%,"$190,303",0.50%
112,The Medallion,"$34,268,701","$22,219,192",64.80%,"$12,049,509",35.20%
113,The Fighting Temptations,"$33,972,062","$30,250,745",89%,"$3,721,317",11%
114,Pokémon: Jirachi - Wish Maker,"$33,393,751",-,-,"$33,393,751",100%
115,Girl with a Pearl Earring,"$33,030,115","$11,670,971",35.30%,"$21,359,144",64.70%
116,Suddenly Paradise,"$31,679,869",-,-,"$31,679,869",100%
117,The Blind Swordsman: Zatoichi,"$31,167,430",-,-,"$31,167,430",100%
118,Cabin Fever,"$30,553,394","$21,158,188",69.20%,"$9,395,206",30.80%
119,Laws of Attraction,"$30,031,874","$17,871,255",59.50%,"$12,160,619",40.50%
120,Luther,"$29,413,900","$5,791,328",19.70%,"$23,622,572",80.30%
121,Bugs!,"$29,388,999","$19,063,544",64.90%,"$10,325,455",35.10%
122,Cold Creek Manor,"$29,119,434","$21,386,011",73.40%,"$7,733,423",26.60%
123,Wrong Turn,"$28,650,575","$15,418,790",53.80%,"$13,231,785",46.20%
124,Ruby & Quentin,"$27,720,972","$312,824",1.10%,"$27,408,148",98.90%
125,The In-Laws,"$26,891,849","$20,453,431",76.10%,"$6,438,418",23.90%
126,In America,"$25,382,911","$15,539,656",61.20%,"$9,843,255",38.80%
127,The Miracle of Bern,"$24,816,394",-,-,"$24,816,394",100%
128,Detective Conan: Crossroad in the Ancient Capital,"$24,342,320",-,-,"$24,342,320",100%
129,Mortadelo & Filemon: The Big Adventure,"$23,920,411",-,-,"$23,920,411",100%
130,Dickie Roberts: Former Child Star,"$23,769,505","$22,738,671",95.70%,"$1,030,834",4.30%
131,In the Cut,"$23,726,793","$4,750,602",20%,"$18,976,191",80%
132,Biker Boyz,"$23,510,621","$22,076,772",93.90%,"$1,433,849",6.10%
133,Yomigaeri,"$23,259,542",-,-,"$23,259,542",100%
134,Confidence,"$23,014,206","$12,251,640",53.20%,"$10,762,566",46.80%
135,The Human Stain,"$22,954,068","$5,381,908",23.40%,"$17,572,160",76.60%
136,Swimming Pool,"$22,441,497","$10,130,108",45.10%,"$12,311,389",54.90%
137,Chouchou,"$22,288,364",-,-,"$22,288,364",100%
138,Ghosts of the Abyss,"$22,141,539","$17,040,871",77%,"$5,100,668",23%
139,Love Don't Cost a Thing,"$21,964,072","$21,924,226",99.80%,"$39,846",0.20%
140,The Barbarian Invasions 2003 Re-release,"$21,815,430","$3,435,749",15.70%,"$18,379,681",84.30%
141,Doraemon: Nobita and the Wind Wizard,"$20,428,491",-,-,"$20,428,491",100%
142,Ong-Bak: The Thai Warrior,"$20,235,426","$4,563,167",22.60%,"$15,672,259",77.40%
143,View from the Top,"$19,526,014","$15,614,000",80%,"$3,912,014",20%
144,Duplex,"$19,322,135","$9,692,135",50.20%,"$9,630,000",49.80%
145,Deep Blue,"$19,288,261","$132,261",0.70%,"$19,156,000",99.30%
146,A Mighty Wind,"$18,750,246","$17,781,006",94.80%,"$969,240",5.20%
147,My Boss's Daughter,"$18,191,005","$15,550,605",85.50%,"$2,640,400",14.50%
148,My Tutor Friend,"$17,896,209",-,-,"$17,896,209",100%
149,The New World,"$17,823,920",-,-,"$17,823,920",100%
150,Deliver Us from Eva,"$17,573,594","$17,573,594",100%,-,-
151,A Guy Thing,"$17,432,163","$15,545,431",89.20%,"$1,886,732",10.80%
152,Would I Lie to You? 2,"$17,317,084",-,-,"$17,317,084",100%
153,House of 1000 Corpses,"$16,829,545","$12,634,962",75.10%,"$4,194,583",24.90%
154,House of Sand and Fog,"$16,763,804","$13,040,288",77.80%,"$3,723,516",22.20%
155,Dogville,"$16,680,836","$1,535,286",9.20%,"$15,145,550",90.80%
156,Facing Windows,"$15,530,077","$543,354",3.50%,"$14,986,723",96.50%
157,Zelary,"$15,461,305","$330,033",2.10%,"$15,131,272",97.90%
158,Alex & Emma,"$15,368,897","$14,218,698",92.50%,"$1,150,199",7.50%
159,The Dreamers,"$15,121,165","$2,532,228",16.70%,"$12,588,937",83.30%
160,Oldboy,"$14,980,005","$707,481",4.70%,"$14,272,524",95.30%
161,Battle Royale II,"$14,899,584",-,-,"$14,899,584",100%
162,One Piece: Dead End Adventure,"$14,817,006",-,-,"$14,817,006",100%
163,The Triplets of Belleville,"$14,776,760","$7,007,149",47.40%,"$7,769,611",52.60%
164,Together with You,"$14,687,167","$1,151,941",7.80%,"$13,535,226",92.20%
165,How to Deal,"$14,390,329","$14,195,227",98.60%,"$195,102",1.40%
166,Football Days,"$14,117,202",-,-,"$14,117,202",100%
167,Touching the Void,"$13,885,802","$4,593,598",33.10%,"$9,292,204",66.90%
168,House of the Dead,"$13,818,181","$10,249,719",74.20%,"$3,568,462",25.80%
169,Anything Else,"$13,585,075","$3,212,310",23.60%,"$10,372,765",76.40%
170,Kal Ho Naa Ho,"$13,200,241","$1,991,922",15.10%,"$11,208,319",84.90%
171,The Barbarian Invasions,"$13,065,317","$5,109,226",39.10%,"$7,956,091",60.90%
172,Onmyoji 2,"$13,022,862",-,-,"$13,022,862",100%
173,The Divorce,"$12,991,996","$9,081,057",69.90%,"$3,910,939",30.10%
174,Gods and Generals,"$12,923,936","$12,882,934",99.70%,"$41,002",0.30%
175,"Remember Me, My Love","$12,671,306","$227,986",1.80%,"$12,443,320",98.20%
176,Chasing Papi,"$12,661,189","$6,130,049",48.40%,"$6,531,140",51.60%
177,Winged Migration 2003 Re-release,"$12,634,963","$10,764,402",85.20%,"$1,870,561",14.80%
178,Seducing Doctor Lewis,"$12,504,038","$9,354,342",74.80%,"$3,149,696",25.20%
179,Monsieur Ibrahim,"$12,364,836","$2,823,890",22.80%,"$9,540,946",77.20%
180,Koi... Mil Gaya,"$12,168,232","$671,372",5.50%,"$11,496,860",94.50%
181,Dark Blue,"$12,150,301","$9,250,301",76.10%,"$2,900,000",23.90%
182,Beyond Borders,"$11,705,002","$4,430,101",37.80%,"$7,274,901",62.20%
183,The Dope,"$11,289,473",-,-,"$11,289,473",100%
184,Kamen Rider 555: Paradise Lost,"$11,067,556",-,-,"$11,067,556",100%
185,Godzilla: Tokyo S.O.S.,"$10,724,345",-,-,"$10,724,345",100%
186,The Cooler,"$10,464,788","$8,291,572",79.20%,"$2,173,216",20.80%
187,A Touch of Spice,"$10,395,779",-,-,"$10,395,779",100%
188,Thirteen,"$10,128,960","$4,601,043",45.40%,"$5,527,917",54.60%
189,Kisarazu Cat's Eye: Nihon Series,"$10,029,866",-,-,"$10,029,866",100%
190,Elephant,"$10,012,022","$1,266,955",12.70%,"$8,745,067",87.30%
191,Shin Chan: The Adult Empire Strikes Back,"$9,851,449",-,-,"$9,851,449",100%
192,My Life Without Me,"$9,726,954","$400,948",4.10%,"$9,326,006",95.90%
193,The Young Black Stallion,"$9,638,389","$6,751,389",70%,"$2,887,000",30%
194,Married for 7 Years,"$9,545,175",-,-,"$9,545,175",100%
195,Veronica Guerin,"$9,439,660","$1,571,504",16.60%,"$7,868,156",83.40%
196,The Flying Classroom,"$9,378,807",-,-,"$9,378,807",100%
197,"Spring, Summer, Fall, Winter... and Spring","$8,944,914","$2,380,788",26.60%,"$6,564,126",73.40%
198,Après Vous,"$8,852,763","$830,292",9.40%,"$8,022,471",90.60%
199,18 Years Later,"$8,785,730","$25,611",0.30%,"$8,760,119",99.70%
200,Le coeur des hommes,"$8,755,325",-,-,"$8,755,325",100%
