Rank,Release Group,Worldwide,Domestic,%,Foreign,%
97,You Got Served,"$50,576,805","$40,363,810",79.80%,"$10,212,995",20.20%
98,Raising Helen,"$49,718,611","$37,486,512",75.40%,"$12,232,099",24.60%
99,Fat Albert,"$48,551,322","$48,116,322",99.10%,"$435,000",0.90%
100,Be with You,"$46,616,207",-,-,"$46,616,207",100%
101,Napoleon Dynamite,"$46,118,097","$44,540,956",96.60%,"$1,577,141",3.40%
102,The Sea Inside,"$43,685,449","$2,104,923",4.80%,"$41,580,526",95.20%
103,Wimbledon,"$41,682,237","$17,001,133",40.80%,"$24,681,104",59.20%
104,Twisted,"$40,954,603","$25,198,598",61.50%,"$15,756,005",38.50%
105,Bad Education,"$40,350,837","$5,211,842",12.90%,"$35,138,995",87.10%
106,Crimson Rivers 2: Angels of the Apocalypse,"$40,152,148","$152,148",0.40%,"$40,000,000",99.60%
107,The Prince and Me,"$37,666,766","$28,176,497",74.80%,"$9,490,269",25.20%
108,Garden State,"$35,825,316","$26,782,316",74.80%,"$9,043,000",25.20%
109,Jersey Girl,"$35,492,921","$25,268,157",71.20%,"$10,224,764",28.80%
110,Alfie,"$35,060,882","$13,399,812",38.20%,"$21,661,070",61.80%
111,Flight of the Phoenix,"$35,021,497","$21,009,180",60%,"$14,012,317",40%
112,The Life Aquatic with Steve Zissou,"$34,808,403","$24,020,403",69%,"$10,788,000",31%
113,Pokémon the Movie: Destiny Deoxys,"$34,337,258",-,-,"$34,337,258",100%
114,Hotel Rwanda,"$33,882,243","$23,530,892",69.40%,"$10,351,351",30.60%
115,Confessions of a Teenage Drama Queen,"$33,251,890","$29,331,068",88.20%,"$3,920,822",11.80%
116,Night Watch,"$32,396,890",-,-,"$32,396,890",100%
117,Johnson Family Vacation,"$31,326,183","$31,203,964",99.60%,"$122,219",0.40%
118,The Girl Next Door,"$30,381,722","$14,589,444",48%,"$15,792,278",52%
119,Godsend,"$30,120,671","$14,379,751",47.70%,"$15,740,920",52.30%
120,Shaun of the Dead,"$30,076,102","$13,542,874",45%,"$16,533,228",55%
121,Yu-Gi-Oh!: The Movie - Pyramid of Light,"$29,144,802","$19,765,868",67.80%,"$9,378,934",32.20%
122,Agent Cody Banks 2: Destination London,"$28,818,995","$23,630,159",82%,"$5,188,836",18%
123,Thunderbirds,"$28,283,637","$6,880,917",24.30%,"$21,402,720",75.70%
124,Dirty Dancing: Havana Nights,"$27,685,016","$14,161,590",51.20%,"$13,523,426",48.80%
125,Ella Enchanted,"$27,388,767","$22,918,387",83.70%,"$4,470,380",16.30%
126,Doraemon: Nobita in the Wan-Nyan Spacetime Odyssey,"$26,663,978",-,-,"$26,663,978",100%
127,The Whole Ten Yards,"$26,170,671","$16,328,471",62.40%,"$9,842,200",37.60%
128,The Alamo,"$25,819,961","$22,414,961",86.80%,"$3,405,000",13.20%
129,Seed of Chucky,"$24,829,644","$17,083,732",68.80%,"$7,745,912",31.20%
130,Bride & Prejudice,"$24,716,440","$6,605,592",26.70%,"$18,110,848",73.30%
131,Podium,"$24,511,116",-,-,"$24,511,116",100%
132,Harold & Kumar Go to White Castle,"$23,936,908","$18,250,550",76.20%,"$5,686,358",23.80%
133,Birth,"$23,925,492","$5,095,038",21.30%,"$18,830,454",78.70%
134,Christmas in Love,"$22,668,087",-,-,"$22,668,087",100%
135,Detective Conan: Magician of the Silver Sky,"$22,618,511",-,-,"$22,618,511",100%
136,EuroTrip,"$22,605,153","$17,771,387",78.60%,"$4,833,766",21.40%
137,Quill: The Life of a Guide Dog,"$22,298,559",-,-,"$22,298,559",100%
138,NASCAR: The IMAX Experience,"$22,248,831","$21,583,831",97%,"$665,000",3%
139,Little Black Book,"$22,035,509","$20,698,668",93.90%,"$1,336,841",6.10%
140,Do You Know Claudia?,"$21,852,972",-,-,"$21,852,972",100%
141,Mr. 3000,"$21,839,377","$21,811,187",99.90%,"$28,190",0.10%
142,Wicker Park,"$21,568,818","$13,001,257",60.30%,"$8,567,561",39.70%
143,Win a Date with Tad Hamilton!,"$21,513,434","$17,071,962",79.40%,"$4,441,472",20.60%
144,The Merchant of Venice,"$21,417,725","$3,765,585",17.60%,"$17,652,140",82.40%
145,New York Minute,"$21,289,826","$14,071,441",66.10%,"$7,218,385",33.90%
146,Mindhunters,"$21,148,829","$4,480,744",21.20%,"$16,668,085",78.80%
147,G.O.R.A.,"$20,839,049",-,-,"$20,839,049",100%
148,Super Size Me,"$20,645,757","$11,536,423",55.90%,"$9,109,334",44.10%
149,The 11 Commandments,"$20,537,839",-,-,"$20,537,839",100%
150,Ladies in Lavender,"$20,377,075","$6,765,081",33.20%,"$13,611,994",66.80%
151,Melinda and Melinda,"$20,129,327","$3,826,280",19%,"$16,303,047",81%
152,I Heart Huckabees,"$20,072,172","$12,785,432",63.70%,"$7,286,740",36.30%
153,2046,"$19,470,239","$1,444,588",7.40%,"$18,025,651",92.60%
154,Vanity Fair,"$19,463,185","$16,136,476",82.90%,"$3,326,709",17.10%
155,Windstruck,"$19,225,992",-,-,"$19,225,992",100%
156,The Corsican File,"$18,922,216",-,-,"$18,922,216",100%
157,Swing Girls,"$18,758,613",-,-,"$18,758,613",100%
158,Look at Me,"$18,729,751","$1,737,308",9.30%,"$16,992,443",90.70%
159,De-Lovely,"$18,611,951","$13,456,633",72.30%,"$5,155,318",27.70%
160,My Baby's Daddy,"$18,490,423","$17,669,317",95.60%,"$821,106",4.40%
161,Quai des illusions,"$18,291,248",-,-,"$18,291,248",100%
162,Kinsey,"$17,050,017","$10,254,979",60.10%,"$6,795,038",39.90%
163,Catch That Kid,"$16,951,702","$16,703,799",98.50%,"$247,903",1.50%
164,Paparazzi,"$16,796,512","$15,714,234",93.60%,"$1,082,278",6.40%
165,One Missed Call,"$16,367,880",-,-,"$16,367,880",100%
166,"Nin x Nin: Ninja Hattori-kun, the Movie","$16,351,134",-,-,"$16,351,134",100%
167,What the #$*! Do We (K)now!?,"$15,998,178","$10,942,306",68.40%,"$5,055,872",31.60%
168,Before Sunset,"$15,849,759","$5,820,649",36.70%,"$10,029,110",63.30%
169,Lucky Luke and the Daltons,"$15,823,762",-,-,"$15,823,762",100%
170,Surviving Christmas,"$15,125,687","$11,663,156",77.10%,"$3,462,531",22.90%
171,The Last Trapper,"$14,905,929",-,-,"$14,905,929",100%
172,Raise Your Voice,"$14,867,514","$10,411,980",70%,"$4,455,534",30%
173,Soul Plane,"$14,821,824","$14,190,750",95.70%,"$631,074",4.30%
174,Half a Confession,"$14,638,660",-,-,"$14,638,660",100%
175,Welcome to Mooseport,"$14,615,099","$14,470,947",99%,"$144,152",1%
176,Envy,"$14,494,036","$13,562,325",93.60%,"$931,711",6.40%
177,Being Julia,"$14,339,171","$7,739,049",54%,"$6,600,122",46%
178,Vizontele Tuuba,"$13,954,476",-,-,"$13,954,476",100%
179,French Spies,"$13,844,465",-,-,"$13,844,465",100%
180,Der Wixxer,"$13,607,165",-,-,"$13,607,165",100%
181,One Piece: The Cursed Holy Sword,"$13,422,333",-,-,"$13,422,333",100%
182,Umizaru,"$13,361,623",-,-,"$13,361,623",100%
183,RRRrrrr!!!,"$13,315,054","$54,361",0.40%,"$13,260,693",99.60%
184,Vera Drake,"$13,267,869","$3,775,283",28.50%,"$9,492,586",71.50%
185,Mariages!,"$12,991,310",-,-,"$12,991,310",100%
186,Maria Full of Grace,"$12,594,630","$6,529,624",51.80%,"$6,065,006",48.20%
187,Breakin' All the Rules,"$12,544,254","$12,264,319",97.80%,"$279,935",2.20%
188,The Clearing,"$12,520,799","$5,763,875",46%,"$6,756,924",54%
189,Casshern,"$12,353,768",-,-,"$12,353,768",100%
190,Chasing Liberty,"$12,313,323","$12,195,626",99%,"$117,697",1%
191,Don't Move,"$12,071,007","$337,265",2.80%,"$11,733,742",97.20%
192,Kureyon Shin-chan 2004 Re-release,"$12,066,375",-,-,"$12,066,375",100%
193,The Cookout,"$12,009,070","$11,814,019",98.40%,"$195,051",1.60%
194,Layer Cake,"$11,850,214","$2,339,957",19.70%,"$9,510,257",80.30%
195,Suspect Zero,"$11,416,075","$8,725,813",76.40%,"$2,690,262",23.60%
196,Connie and Carla,"$11,341,016","$8,085,771",71.30%,"$3,255,245",28.70%
197,Naruto the Movie: Ninja Clash in the Land of Snow,"$11,141,307",-,-,"$11,141,307",100%
198,Head-On,"$11,030,861","$435,395",3.90%,"$10,595,466",96.10%
199,District B13,"$10,976,892","$1,200,216",10.90%,"$9,776,676",89.10%
200,The Perfect Score,"$10,898,337","$10,391,003",95.30%,"$507,334",4.70%
