Rank,Release Group,Worldwide,Domestic,%,Foreign,%
29,The Santa Clause 2,"$172,855,065","$139,236,327",80.60%,"$33,618,738",19.40%
30,Mr. Deeds,"$171,269,535","$126,293,452",73.70%,"$44,976,083",26.30%
31,Stuart Little 2,"$169,956,806","$64,956,806",38.20%,"$105,000,000",61.80%
32,Blade II,"$155,010,032","$82,348,319",53.10%,"$72,661,713",46.90%
33,Maid in Manhattan,"$154,906,693","$94,011,225",60.70%,"$60,895,468",39.30%
34,About a Boy,"$130,549,455","$41,385,278",31.70%,"$89,164,177",68.30%
35,Space Station 3D,"$128,363,881","$93,383,953",72.70%,"$34,979,928",27.30%
36,The Time Machine,"$123,729,176","$56,832,494",45.90%,"$66,896,682",54.10%
37,Spirit: Stallion of the Cimarron,"$122,563,539","$73,280,117",59.80%,"$49,283,422",40.20%
38,The Pianist,"$120,072,577","$32,572,577",27.10%,"$87,500,000",72.90%
39,Spy Kids 2: Island of Lost Dreams,"$119,723,358","$85,846,429",71.70%,"$33,876,929",28.30%
40,Unfaithful,"$119,137,784","$52,775,765",44.30%,"$66,362,019",55.70%
41,Snow Dogs,"$115,035,090","$81,172,560",70.60%,"$33,862,530",29.40%
42,We Were Soldiers,"$114,660,784","$78,122,718",68.10%,"$36,538,066",31.90%
43,Insomnia,"$113,714,830","$67,355,513",59.20%,"$46,359,317",40.80%
44,Return to Never Land,"$109,862,682","$48,430,258",44.10%,"$61,432,424",55.90%
45,Treasure Planet,"$109,578,115","$38,176,783",34.80%,"$71,401,332",65.20%
46,The Hours,"$108,846,072","$41,675,994",38.30%,"$67,170,078",61.70%
47,Asterix & Obelix: Mission Cleopatra,"$108,012,365",-,-,"$108,012,365",100%
48,About Schmidt,"$105,834,556","$65,016,287",61.40%,"$40,818,269",38.60%
49,The Tuxedo,"$104,391,623","$50,547,998",48.40%,"$53,843,625",51.60%
50,Resident Evil,"$102,984,862","$40,119,709",39%,"$62,865,153",61%
51,John Q,"$102,244,770","$71,756,802",70.20%,"$30,487,968",29.80%
52,40 Days and 40 Nights,"$95,146,283","$37,950,822",39.90%,"$57,195,461",60.10%
53,Changing Lanes,"$94,935,764","$66,818,548",70.40%,"$28,117,216",29.60%
54,28 Days Later,"$82,719,885","$45,064,915",54.50%,"$37,654,970",45.50%
55,Reign of Fire,"$82,150,183","$43,061,982",52.40%,"$39,088,201",47.60%
56,The Rookie,"$80,693,537","$75,600,072",93.70%,"$5,093,465",6.30%
57,Jackass: The Movie,"$79,493,831","$64,255,312",80.80%,"$15,238,519",19.20%
58,Collateral Damage,"$78,382,433","$40,077,257",51.10%,"$38,305,176",48.90%
59,Showtime,"$77,741,732","$38,082,712",49%,"$39,659,020",51%
60,Windtalkers,"$77,628,265","$40,914,068",52.70%,"$36,714,197",47.30%
61,Barbershop,"$77,063,924","$75,782,105",98.30%,"$1,281,819",1.70%
62,Bend It Like Beckham,"$76,583,333","$32,543,449",42.50%,"$44,039,884",57.50%
63,The Count of Monte Cristo,"$75,395,048","$54,234,062",71.90%,"$21,160,986",28.10%
64,Divine Secrets of the Ya-Ya Sisterhood,"$73,839,240","$69,599,016",94.30%,"$4,240,224",5.70%
65,E.T. the Extra-Terrestrial 20th Anniversary,"$69,177,751","$35,306,015",51%,"$33,871,736",49%
66,The Sweetest Thing,"$68,696,770","$24,718,164",36%,"$43,978,606",64%
67,Ghost Ship,"$68,349,884","$30,113,491",44.10%,"$38,236,393",55.90%
68,Star Trek: Nemesis,"$67,336,470","$43,254,409",64.20%,"$24,082,061",35.80%
69,Bad Company,"$65,977,295","$30,160,161",45.70%,"$35,817,134",54.30%
70,K-19: The Widowmaker,"$65,716,126","$35,168,966",53.50%,"$30,547,160",46.50%
71,High Crimes,"$63,781,810","$41,543,917",65.10%,"$22,237,893",34.90%
72,Like Mike,"$62,274,780","$51,432,760",82.60%,"$10,842,020",17.40%
73,Crossroads,"$61,141,030","$37,191,304",60.80%,"$23,949,726",39.20%
74,The Wild Thornberrys,"$60,694,737","$40,108,697",66.10%,"$20,586,040",33.90%
75,Bowling for Columbine,"$58,008,423","$21,576,018",37.20%,"$36,432,405",62.80%
76,Drumline,"$57,588,485","$56,399,184",97.90%,"$1,189,301",2.10%
77,Murder by Numbers,"$56,714,147","$31,945,749",56.30%,"$24,768,398",43.70%
78,Frida,"$56,298,474","$25,885,000",46%,"$30,413,474",54%
79,The Mothman Prophecies,"$55,157,539","$35,746,370",64.80%,"$19,411,169",35.20%
80,Analyze That,"$55,003,135","$32,130,627",58.40%,"$22,872,508",41.60%
81,The Hot Chick,"$54,639,553","$35,081,594",64.20%,"$19,557,959",35.80%
82,The Cat Returns,"$53,452,652",-,-,"$53,452,652",100%
83,Big Fat Liar,"$52,970,014","$48,360,547",91.30%,"$4,609,467",8.70%
84,Dragonfly,"$52,323,400","$30,323,400",58%,"$22,000,000",42%
85,One Hour Photo,"$52,223,306","$31,597,131",60.50%,"$20,626,175",39.50%
86,Blue Crush,"$51,843,679","$40,390,647",77.90%,"$11,453,032",22.10%
87,Enough,"$51,806,184","$40,007,742",77.20%,"$11,798,442",22.80%
88,I Spy,"$51,386,477","$33,561,137",65.30%,"$17,825,340",34.70%
89,Talk to Her 2002 Re-release,"$51,001,550","$9,285,469",18.20%,"$41,716,081",81.80%
90,A Walk to Remember,"$47,494,916","$41,281,092",86.90%,"$6,213,824",13.10%
91,Eight Legged Freaks,"$45,867,333","$17,322,606",37.80%,"$28,544,727",62.20%
92,Queen of the Damned,"$45,479,110","$30,336,800",66.70%,"$15,142,310",33.30%
93,The Transporter,"$43,928,932","$25,296,447",57.60%,"$18,632,485",42.40%
94,The Master of Disguise,"$43,411,001","$40,388,794",93%,"$3,022,207",7%
95,Orange County,"$43,325,009","$41,076,018",94.80%,"$2,248,991",5.20%
96,8 Women,"$42,426,583","$3,098,776",7.30%,"$39,327,807",92.70%
97,Undercover Brother,"$41,604,473","$39,089,928",94%,"$2,514,545",6%
98,Pinocchio,"$41,314,585","$3,675,719",8.90%,"$37,638,866",91.10%
99,Clockstoppers,"$38,793,283","$36,989,956",95.40%,"$1,803,327",4.60%
100,National Lampoon's Van Wilder,"$38,275,483","$21,305,259",55.70%,"$16,970,224",44.30%
101,The Banger Sisters,"$38,068,353","$30,307,416",79.60%,"$7,760,937",20.40%
102,Halloween: Resurrection,"$37,664,855","$30,354,442",80.60%,"$7,310,413",19.40%
103,Swimfan,"$34,411,240","$28,564,995",83%,"$5,846,245",17%
104,Darkness,"$33,988,736","$22,163,442",65.20%,"$11,825,294",34.80%
105,Friday After Next,"$33,526,835","$33,253,609",99.20%,"$273,226",0.80%
106,The Crocodile Hunter: Collision Course,"$33,082,548","$28,442,574",86%,"$4,639,974",14%
107,Confessions of a Dangerous Mind,"$33,013,805","$16,007,718",48.50%,"$17,006,087",51.50%
108,Adaptation.,"$32,801,173","$22,498,520",68.60%,"$10,302,653",31.40%
109,Hart's War,"$32,287,044","$19,077,641",59.10%,"$13,209,403",40.90%
110,Blood Work,"$31,794,718","$26,235,081",82.50%,"$5,559,637",17.50%
111,The New Guy,"$31,167,388","$29,760,152",95.50%,"$1,407,236",4.50%
112,City of God,"$30,641,770","$7,564,459",24.70%,"$23,077,311",75.30%
113,Solaris,"$30,002,758","$14,973,382",49.90%,"$15,029,376",50.10%
114,The Four Feathers,"$29,882,645","$18,306,166",61.30%,"$11,576,479",38.70%
115,City by the Sea,"$29,414,087","$22,449,000",76.30%,"$6,965,087",23.70%
116,Christmas on the Nile,"$29,320,869",-,-,"$29,320,869",100%
117,Far from Heaven,"$29,027,914","$15,901,849",54.80%,"$13,126,065",45.20%
118,Family Honor,"$28,903,789",-,-,"$28,903,789",100%
119,Brown Sugar,"$28,316,451","$27,363,891",96.60%,"$952,560",3.40%
120,The Spanish Apartment,"$28,193,749","$1,067,438",3.80%,"$27,126,311",96.20%
121,Pokemon 4Ever: Celebi - Voice of the Forest,"$28,023,563","$1,727,447",6.20%,"$26,296,116",93.80%
122,The Quiet American,"$27,674,124","$12,988,801",46.90%,"$14,685,323",53.10%
123,The Crime of Padre Amaro,"$26,996,738","$5,717,044",21.20%,"$21,279,694",78.80%
124,All About the Benjamins,"$26,306,533","$25,916,319",98.50%,"$390,214",1.50%
125,Rollerball,"$25,852,764","$18,990,798",73.50%,"$6,861,966",26.50%
126,Jonah: A VeggieTales Movie,"$25,615,231","$25,581,229",99.90%,"$34,002",0.10%
127,The Way Home,"$24,952,738","$445,367",1.80%,"$24,507,371",98.20%
128,Punch-Drunk Love,"$24,665,649","$17,844,216",72.30%,"$6,821,433",27.70%
129,The Guru,"$24,128,852","$3,095,506",12.80%,"$21,033,346",87.20%
130,Dark Water,"$24,010,000",-,-,"$24,010,000",100%
131,25th Hour,"$23,928,503","$13,084,595",54.70%,"$10,843,908",45.30%
132,Sex Is Zero,"$23,915,279",-,-,"$23,915,279",100%
133,Eight Crazy Nights,"$23,833,131","$23,586,598",99%,"$246,533",1%
134,Detective Conan: The Phantom of Baker Street,"$23,786,606",-,-,"$23,786,606",100%
135,Antwone Fisher,"$23,367,586","$21,078,145",90.20%,"$2,289,441",9.80%
136,Ali G Indahouse,"$23,280,529",-,-,"$23,280,529",100%
137,Super Troopers,"$23,182,223","$18,492,362",79.80%,"$4,689,861",20.20%
138,"The Legend of Al, John and Jack","$23,039,985",-,-,"$23,039,985",100%
139,Phone,"$21,784,403",-,-,"$21,784,403",100%
140,White Oleander,"$21,672,284","$16,357,770",75.50%,"$5,314,514",24.50%
141,Pokémon Heroes,"$20,867,919","$746,381",3.60%,"$20,121,538",96.40%
142,Serving Sara,"$20,146,150","$16,930,185",84%,"$3,215,965",16%
143,Asterix & Obelix: Mission Cleopatra 2002 Re-release,"$20,015,611","$3,115,188",15.60%,"$16,900,423",84.40%
144,Ballistic: Ecks vs. Sever,"$19,924,033","$14,307,963",71.80%,"$5,616,070",28.20%
145,S1m0ne,"$19,576,023","$9,688,676",49.50%,"$9,887,347",50.50%
146,The Lion King 2002 IMAX Release,"$19,486,215","$15,686,215",80.50%,"$3,800,000",19.50%
147,Tuck Everlasting,"$19,344,615","$19,161,999",99.10%,"$182,616",0.90%
148,Half Past Dead,"$19,233,280","$15,567,860",80.90%,"$3,665,420",19.10%
149,Martin Lawrence Live: Runteldat,"$19,184,820","$19,184,820",100%,-,-
150,Feardotcom,"$18,902,015","$13,258,249",70.10%,"$5,643,766",29.90%
151,Empire,"$18,591,272","$17,600,423",94.70%,"$990,849",5.30%
152,The Country Bears,"$18,012,097","$16,990,825",94.30%,"$1,021,272",5.70%
153,Jail Breakers,"$17,797,711",-,-,"$17,797,711",100%
154,The Last Kiss,"$17,720,347","$1,048,950",5.90%,"$16,671,397",94.10%
155,Frailty,"$17,423,030","$13,110,448",75.20%,"$4,312,582",24.80%
156,The Importance of Being Earnest,"$17,290,970","$8,384,929",48.50%,"$8,906,041",51.50%
157,Kung Pow: Enter the Fist,"$16,994,625","$16,037,962",94.40%,"$956,663",5.60%
158,Dead Weight,"$16,987,957",-,-,"$16,987,957",100%
159,Life or Something Like It,"$16,872,671","$14,448,589",85.60%,"$2,424,082",14.40%
160,The Good Girl,"$16,856,124","$14,018,296",83.20%,"$2,837,828",16.80%
161,Femme Fatale,"$16,838,910","$6,630,252",39.40%,"$10,208,658",60.60%
162,They,"$16,446,271","$12,840,842",78.10%,"$3,605,429",21.90%
163,The Powerpuff Girls Movie,"$16,426,471","$11,412,414",69.50%,"$5,014,057",30.50%
164,The Magdalene Sisters,"$16,373,112","$306,989",1.90%,"$16,066,123",98.10%
165,The Emperor's Club,"$16,318,449","$14,118,751",86.50%,"$2,199,698",13.50%
166,Rabbit-Proof Fence,"$16,217,411","$6,199,600",38.20%,"$10,017,811",61.80%
167,Birthday Girl,"$16,171,098","$5,142,576",31.80%,"$11,028,522",68.20%
168,To Be and to Have,"$16,063,920","$777,129",4.80%,"$15,286,791",95.20%
169,Doraemon: Nobita and the Robot Kingdom,"$16,053,687",-,-,"$16,053,687",100%
170,Public Enemy,"$15,897,574",-,-,"$15,897,574",100%
171,Hey Arnold! The Movie,"$15,249,308","$13,728,902",90%,"$1,520,406",10%
172,Boat Trip,"$15,020,293","$8,600,126",57.30%,"$6,420,167",42.70%
173,Undisputed,"$14,946,150","$12,764,657",85.40%,"$2,181,493",14.60%
174,Possession,"$14,815,898","$10,113,733",68.30%,"$4,702,165",31.70%
175,Hollywood Ending,"$14,569,744","$4,850,753",33.30%,"$9,718,991",66.70%
176,Stealing Harvard,"$14,277,032","$14,036,406",98.30%,"$240,626",1.70%
177,Godzilla Against MechaGodzilla,"$14,122,958",-,-,"$14,122,958",100%
178,Idiots,"$13,936,317",-,-,"$13,936,317",100%
179,Dirty Pretty Things,"$13,904,766","$8,112,414",58.30%,"$5,792,352",41.70%
180,Juwanna Mann,"$13,802,599","$13,670,733",99%,"$131,866",1%
181,Trapped,"$13,414,416","$7,073,251",52.70%,"$6,341,165",47.30%
182,Toei Spring Anime Fair,"$13,107,237",-,-,"$13,107,237",100%
183,Long Time Dead,"$13,102,295",-,-,"$13,102,295",100%
184,Knockaround Guys,"$12,806,614","$11,715,637",91.50%,"$1,090,977",8.50%
185,Narc,"$12,633,747","$10,465,659",82.80%,"$2,168,088",17.20%
186,The Other Side of the Bed,"$12,630,208",-,-,"$12,630,208",100%
187,Sorority Boys,"$12,517,488","$10,200,032",81.50%,"$2,317,456",18.50%
188,Nine Queens,"$12,413,888","$1,222,889",9.90%,"$11,190,999",90.10%
189,Abandon,"$12,302,219","$10,727,683",87.20%,"$1,574,536",12.80%
190,The Eye,"$12,165,016","$512,049",4.20%,"$11,652,967",95.80%
191,2009: Lost Memories,"$12,049,825",-,-,"$12,049,825",100%
192,The Rules of Attraction,"$11,819,244","$6,532,619",55.30%,"$5,286,625",44.70%
193,Mohou-han,"$11,702,775",-,-,"$11,702,775",100%
194,The Order,"$11,560,806","$7,660,806",66.30%,"$3,900,000",33.70%
195,Adrenaline Rush: The Science of Risk,"$11,011,932","$10,994,028",99.80%,"$17,904",0.20%
196,Extreme Ops,"$10,959,475","$4,842,259",44.20%,"$6,117,216",55.80%
197,Champion,"$10,569,737",-,-,"$10,569,737",100%
198,Bibi Blocksberg,"$10,325,928",-,-,"$10,325,928",100%
199,Kamen Rider Ryuki: Episode Final,"$10,112,538",-,-,"$10,112,538",100%
200,Pulse: A Stomp Odyssey,"$10,086,514","$10,086,514",100%,-,-
