Rank,Release Group,Worldwide,Domestic,%,Foreign,%
86,The Grey,"$79,781,695","$51,580,236",64.70%,"$28,201,459",35.30%
87,Diary of a Wimpy Kid: Dog Days,"$77,229,695","$49,008,662",63.50%,"$28,221,033",36.50%
88,Thermae Romae,"$74,285,251",-,-,"$74,285,251",100%
89,One Piece Film Z,"$74,223,861",-,-,"$74,223,861",100%
90,To Rome with Love,"$73,244,881","$16,685,867",22.80%,"$56,559,014",77.20%
91,Here Comes the Boom,"$73,100,172","$45,290,318",62%,"$27,809,854",38%
92,Bayside Shakedown the Final,"$72,867,395",-,-,"$72,867,395",100%
93,The Cabin in the Woods,"$69,935,600","$42,073,277",60.20%,"$27,862,323",39.80%
94,Finding Nemo 2012 3D Release,"$69,328,283","$41,128,283",59.30%,"$28,200,000",40.70%
95,Anna Karenina,"$68,929,150","$12,816,367",18.60%,"$56,112,783",81.40%
96,The Watch,"$68,267,862","$35,353,000",51.80%,"$32,914,862",48.20%
97,Moonrise Kingdom,"$68,263,166","$45,512,466",66.70%,"$22,750,700",33.30%
98,The Secret of the Gods,"$67,537,798",-,-,"$67,537,798",100%
99,Madea's Witness Protection,"$66,899,242","$65,653,242",98.10%,"$1,246,000",1.90%
100,Beauty and the Beast 2012 3D Release,"$62,767,829","$47,617,067",75.90%,"$15,150,762",24.10%
101,Astérix and Obélix: God Save Britannia,"$61,319,383",-,-,"$61,319,383",100%
102,Evangelion: 3.0 You Can (Not) Redo,"$60,488,344","$174,945",0.30%,"$60,313,399",99.70%
103,Quartet,"$59,520,298","$18,390,117",30.90%,"$41,130,181",69.10%
104,Rock of Ages,"$59,418,613","$38,518,613",64.80%,"$20,900,000",35.20%
105,That's My Boy,"$57,719,093","$36,931,089",64%,"$20,788,004",36%
106,The Odd Life of Timothy Green,"$56,012,642","$51,854,875",92.60%,"$4,157,767",7.40%
107,Lawless,"$55,404,159","$37,400,127",67.50%,"$18,004,032",32.50%
108,End of Watch,"$55,078,146","$41,003,371",74.40%,"$14,074,775",25.60%
109,Wolf Children,"$54,984,346",-,-,"$54,984,346",100%
110,The Three Stooges,"$54,819,301","$44,338,224",80.90%,"$10,481,077",19.10%
111,The Five-Year Engagement,"$54,169,363","$28,835,528",53.20%,"$25,333,835",46.80%
112,Red Dawn,"$50,950,296","$44,806,783",87.90%,"$6,143,513",12.10%
113,Red Tails,"$50,365,498","$49,876,377",99%,"$489,121",1%
114,"Monsters, Inc. 2012 3D Release","$50,207,820","$34,043,006",67.80%,"$16,164,814",32.20%
115,HOUBA! On the Trail of the Marsupilami,"$50,146,474",-,-,"$50,146,474",100%
116,Tad: The Lost Explorer,"$49,490,859",-,-,"$49,490,859",100%
117,A Turtle's Tale 2: Sammy's Escape from Paradise,"$49,261,830",-,-,"$49,261,830",100%
118,Trouble with the Curve,"$48,963,137","$35,763,137",73%,"$13,200,000",27%
119,Man on a Ledge,"$47,636,031","$18,620,000",39.10%,"$29,016,031",60.90%
120,A Werewolf Boy,"$46,282,588","$342,922",0.70%,"$45,939,666",99.30%
121,Doraemon: Nobita and the Island of Miracles ~Animal Adventure~,"$46,180,706",-,-,"$46,180,706",100%
122,Gekijouban Tenpesuto 3D 2012 Re-release,"$46,008,255",-,-,"$46,008,255",100%
123,Detective Conan: The Eleventh Striker,"$44,369,456",-,-,"$44,369,456",100%
124,House at the End of the Street,"$44,287,131","$31,611,916",71.40%,"$12,675,215",28.60%
125,The Guilt Trip,"$41,863,726","$37,134,215",88.70%,"$4,729,511",11.30%
126,Safe,"$41,564,670","$17,142,080",41.20%,"$24,422,590",58.80%
127,Dredd,"$41,037,742","$13,414,714",32.70%,"$27,623,028",67.30%
128,La vérité si je mens! 3,"$40,928,635",-,-,"$40,928,635",100%
129,Always: Sunset on Third Street '64,"$40,923,305",-,-,"$40,923,305",100%
130,Chernobyl Diaries,"$38,390,020","$18,119,640",47.20%,"$20,270,380",52.80%
131,Killing Them Softly,"$37,930,465","$15,026,056",39.60%,"$22,904,409",60.40%
132,Rurouni Kenshin Part I: Origins,"$37,654,579",-,-,"$37,654,579",100%
133,The Tower,"$36,512,327",-,-,"$36,512,327",100%
134,Conquest 1453,"$35,797,045","$35,730",<0.1%,"$35,761,315",99.90%
135,Good Deeds,"$35,579,177","$35,025,791",98.40%,"$553,386",1.60%
136,Arbitrage,"$35,485,056","$7,919,574",22.30%,"$27,565,482",77.70%
137,Welcome to the North,"$34,995,189",-,-,"$34,995,189",100%
138,Chimpanzee,"$34,823,764","$28,972,764",83.20%,"$5,851,000",16.80%
139,Alex Cross,"$34,618,867","$25,888,412",74.80%,"$8,730,455",25.20%
140,Salmon Fishing in the Yemen,"$34,564,651","$9,047,981",26.20%,"$25,516,670",73.80%
141,Haywire,"$34,513,760","$18,942,396",54.90%,"$15,571,364",45.10%
142,Adventures in Zambezia,"$34,428,345",-,-,"$34,428,345",100%
143,Cirque du Soleil: Worlds Away,"$34,153,101","$12,512,862",36.60%,"$21,640,239",63.40%
144,Three Heroes on Distant Shores,"$33,674,759",-,-,"$33,674,759",100%
145,2016: Obama's America,"$33,449,086","$33,449,086",100%,-,-
146,The Perks of Being a Wallflower,"$33,384,127","$17,742,948",53.10%,"$15,641,179",46.90%
147,Lockout,"$32,948,113","$14,326,864",43.50%,"$18,621,249",56.50%
148,Bait,"$32,813,407",-,-,"$32,813,407",100%
149,Part of Me,"$32,726,956","$25,326,071",77.40%,"$7,400,885",22.60%
150,Nameless Gangster: Rules of the Time,"$32,472,645",-,-,"$32,472,645",100%
151,Movie 43,"$32,438,988","$8,840,453",27.30%,"$23,598,535",72.70%
152,Seven Psychopaths,"$32,226,382","$15,024,049",46.60%,"$17,202,333",53.40%
153,The Floating Castle,"$31,967,471",-,-,"$31,967,471",100%
154,The Neighbors,"$31,949,315",-,-,"$31,949,315",100%
155,The Dream Team,"$31,822,402",-,-,"$31,822,402",100%
156,What's in a Name?,"$31,303,580","$8,111",<0.1%,"$31,295,469",100%
157,Joyful Noise,"$31,158,113","$30,932,113",99.30%,"$226,000",0.70%
158,Premium Rush,"$31,083,599","$20,275,446",65.20%,"$10,808,153",34.80%
159,Playing for Keeps,"$30,962,335","$13,103,272",42.30%,"$17,859,063",57.70%
160,The Four,"$30,505,808",-,-,"$30,505,808",100%
161,The Grand Heist,"$30,158,762",-,-,"$30,158,762",100%
162,The Raven,"$29,699,345","$16,008,272",53.90%,"$13,691,073",46.10%
163,Amour,"$29,652,180","$6,739,492",22.70%,"$22,912,688",77.30%
164,All About My Wife,"$29,382,038",-,-,"$29,382,038",100%
165,Rowdy Rathore,"$29,342,463","$777,373",2.60%,"$28,565,090",97.40%
166,SPEC: Heaven,"$29,023,960",-,-,"$29,023,960",100%
167,We Were There: True Love,"$28,876,929",-,-,"$28,876,929",100%
168,Bol Bachchan,"$28,775,262","$1,216,258",4.20%,"$27,559,004",95.80%
169,Deranged,"$28,444,173",-,-,"$28,444,173",100%
170,The Master,"$28,258,060","$16,377,274",58%,"$11,880,786",42%
171,Hitchcock,"$27,039,669","$6,008,677",22.20%,"$21,030,992",77.80%
172,Dearest,"$26,723,916",-,-,"$26,723,916",100%
173,Architecture 101,"$26,642,354",-,-,"$26,642,354",100%
174,Dancing Queen,"$26,411,266",-,-,"$26,411,266",100%
175,Lesson of the Evil,"$26,167,224",-,-,"$26,167,224",100%
176,Agneepath,"$26,001,696","$1,986,748",7.60%,"$24,014,948",92.40%
177,Rust and Bone,"$25,807,712","$2,062,027",8%,"$23,745,685",92%
178,Head Over Heels 2,"$25,402,893",-,-,"$25,402,893",100%
179,On the Other Side of the Tracks,"$25,109,572","$9,572",<0.1%,"$25,100,000",100%
180,Helter Skelter,"$25,066,699",-,-,"$25,066,699",100%
181,The Last Tycoon,"$25,009,914",-,-,"$25,009,914",100%
182,Housefull 2,"$24,922,847","$1,791,780",7.20%,"$23,131,067",92.80%
183,Big Miracle,"$24,719,215","$20,157,300",81.50%,"$4,561,915",18.50%
184,Sparkle,"$24,637,800","$24,397,469",99%,"$240,331",1%
185,The Players,"$24,629,152","$10,854",<0.1%,"$24,618,298",100%
186,Liar Game: Reborn,"$24,549,726",-,-,"$24,549,726",100%
187,I Want You,"$23,961,214",-,-,"$23,961,214",100%
188,Türkisch für Anfänger,"$23,952,712",-,-,"$23,952,712",100%
189,Wanderlust,"$23,812,816","$17,450,535",73.30%,"$6,362,281",26.70%
190,"Little Brother, Big Trouble: A Christmas Adventure","$23,785,681",-,-,"$23,785,681",100%
191,To the Arctic 3D,"$23,695,388","$14,560,838",61.50%,"$9,134,550",38.50%
192,Hotaru the Movie: It's Only a Little Light in My Life,"$22,975,341",-,-,"$22,975,341",100%
193,Kon-Tiki,"$22,842,887","$1,517,410",6.60%,"$21,325,477",93.40%
194,Fall in Love Like a Star,"$22,640,355",-,-,"$22,640,355",100%
195,Upside Down,"$22,187,813","$105,095",0.50%,"$22,082,718",99.50%
196,Unbowed,"$22,132,903",-,-,"$22,132,903",100%
197,Confession of Murder,"$21,701,525",-,-,"$21,701,525",100%
198,StreetDance 2 2012 Re-release,"$21,638,853",-,-,"$21,638,853",100%
199,2012 2012 Re-release,"$21,538,353",-,-,"$21,538,353",100%
200,Beasts of the Southern Wild,"$21,107,746","$12,795,746",60.60%,"$8,312,000",39.40%
