Rank,Release Group,Worldwide,Domestic,%,Foreign,%
140,Cursed,"$29,621,722","$19,297,522",65.10%,"$10,324,200",34.90%
141,The Upside of Anger,"$28,237,488","$18,761,993",66.40%,"$9,475,495",33.60%
142,Mrs. Henderson Presents,"$27,876,417","$11,036,366",39.60%,"$16,840,051",60.40%
143,Ice Princess,"$27,645,491","$24,402,491",88.30%,"$3,243,000",11.70%
144,Goal! The Dream Begins,"$27,610,873","$4,283,255",15.50%,"$23,327,618",84.50%
145,The Protector,"$27,165,581","$12,044,087",44.30%,"$15,121,494",55.70%
146,Doogal,"$26,711,924","$7,438,000",27.80%,"$19,273,924",72.20%
147,Typhoon,"$26,179,656","$139,059",0.50%,"$26,040,597",99.50%
148,9th Company,"$26,146,165",-,-,"$26,146,165",100%
149,Natale a Miami,"$25,643,184",-,-,"$25,643,184",100%
150,The Tiger and the Snow,"$25,460,023","$10,167",<0.1%,"$25,449,856",100%
151,North Country,"$25,211,175","$18,337,722",72.70%,"$6,873,453",27.30%
152,April Snow,"$24,873,159",-,-,"$24,873,159",100%
153,I Love You in Every Language in the World,"$23,941,317",-,-,"$23,941,317",100%
154,Lady Vengeance,"$23,834,149","$211,667",0.90%,"$23,622,482",99.10%
155,Russian Dolls,"$23,727,301","$326,095",1.40%,"$23,401,206",98.60%
156,Hustle & Flow,"$23,563,727","$22,202,809",94.20%,"$1,360,918",5.80%
157,Another Public Enemy,"$23,248,003",-,-,"$23,248,003",100%
158,Domino,"$22,944,502","$10,169,202",44.30%,"$12,775,300",55.70%
159,The White Massai,"$22,632,255",-,-,"$22,632,255",100%
160,Manual of Love,"$22,079,820",-,-,"$22,079,820",100%
161,Torrente 3: El protector,"$21,762,391",-,-,"$21,762,391",100%
162,Man of the House,"$21,577,624","$19,699,706",91.30%,"$1,877,918",8.70%
163,Year One in the North,"$21,360,942",-,-,"$21,360,942",100%
164,The Jacket,"$21,126,225","$6,303,762",29.80%,"$14,822,463",70.20%
165,The Devil's Rejects,"$20,901,859","$17,044,981",81.50%,"$3,856,878",18.50%
166,A Moment to Remember,"$20,865,847",-,-,"$20,865,847",100%
167,Lorelei,"$19,806,585",-,-,"$19,806,585",100%
168,The Perfect Man,"$19,770,475","$16,535,005",83.60%,"$3,235,470",16.40%
169,Mapado,"$19,286,223",-,-,"$19,286,223",100%
170,The Weather Man,"$19,126,398","$12,482,775",65.30%,"$6,643,623",34.70%
171,Iznogoud- Caliph Instead of the Caliph,"$18,725,588",-,-,"$18,725,588",100%
172,Detective Conan: Strategy Above the Depths,"$18,723,952",-,-,"$18,723,952",100%
173,Waiting...,"$18,637,690","$16,124,543",86.50%,"$2,513,147",13.50%
174,An Unfinished Life,"$18,618,284","$8,586,392",46.10%,"$10,031,892",53.90%
175,My Father and My Son,"$18,612,999",-,-,"$18,612,999",100%
176,Keeping Mum,"$18,575,768","$1,619,466",8.70%,"$16,956,302",91.30%
177,The Turkish Gambit,"$18,520,000",-,-,"$18,520,000",100%
178,As It Is in Heaven,"$18,318,233",-,-,"$18,318,233",100%
179,The World's Fastest Indian,"$18,297,690","$5,128,124",28%,"$13,169,566",72%
180,Night Watch 2005 Re-release,"$17,939,389","$1,502,188",8.40%,"$16,437,201",91.60%
181,Joyeux Noel,"$17,709,155","$1,054,361",6%,"$16,654,794",94%
182,You Are My Sunshine,"$17,650,142",-,-,"$17,650,142",100%
183,Palais royal!,"$17,612,135",-,-,"$17,612,135",100%
184,Roll Bounce,"$17,500,866","$17,380,866",99.30%,"$120,000",0.70%
185,Rebound,"$17,492,014","$16,809,014",96.10%,"$683,000",3.90%
186,Stormy Night,"$17,379,776",-,-,"$17,379,776",100%
187,The Matador,"$17,347,231","$12,594,698",72.60%,"$4,752,533",27.40%
188,Aegis,"$16,869,261",-,-,"$16,869,261",100%
189,Caché (Hidden),"$16,197,824","$3,647,381",22.50%,"$12,550,443",77.50%
190,The Great Yokai War,"$15,787,492",-,-,"$15,787,492",100%
191,Kiss Kiss Bang Bang,"$15,785,148","$4,243,756",26.90%,"$11,541,392",73.10%
192,The Gospel,"$15,778,152","$15,778,152",100%,-,-
193,Two Sons of Francisco,"$15,508,288",-,-,"$15,508,288",100%
194,The Greatest Game Ever Played,"$15,431,177","$15,337,393",99.40%,"$93,784",0.60%
195,Transamerica,"$15,151,744","$9,015,303",59.50%,"$6,136,441",40.50%
196,"Murder, Take One","$14,915,208",-,-,"$14,915,208",100%
197,Most Beautiful Week in My Life,"$14,765,033",-,-,"$14,765,033",100%
198,Samurai Commando Mission 1549,"$14,648,713",-,-,"$14,648,713",100%
199,Blood Rain,"$14,270,938",-,-,"$14,270,938",100%
200,Proof,"$14,189,860","$7,535,331",53.10%,"$6,654,529",46.90%
